business_id,date,description,score,postal_code
1191,2014-06-18,Insufficient hot water or running water,88,94118
1191,2014-06-18,Unapproved or unmaintained equipment or utensils,88,94118
1191,2015-11-06,Unapproved or unmaintained equipment or utensils,94,94118
1193,2015-06-01,Unapproved or unmaintained equipment or utensils,98,94118
1193,2016-01-28,Moderate risk vermin infestation,83,94118
1193,2016-01-28,Moderate risk food holding temperature,83,94118
1193,2016-01-28,Unclean or unsanitary food contact surfaces,83,94118
1199,2015-03-10,Unapproved or unmaintained equipment or utensils,98,94118
1199,2016-04-14,Moderate risk food holding temperature,90,94118
1199,2016-04-14,Moderate risk vermin infestation,90,94118
1203,2015-09-24,Moderate risk food holding temperature,92,94118
1203,2015-09-24,Unapproved or unmaintained equipment or utensils,92,94118
1203,2014-03-11,Unapproved or unmaintained equipment or utensils,94,94118
1204,2014-10-21,Moderate risk food holding temperature,92,94121
1204,2015-07-08,Moderate risk food holding temperature,96,94121
1204,2016-02-09,Moderate risk food holding temperature,92,94121
1204,2016-02-09,Unapproved or unmaintained equipment or utensils,92,94121
1204,2013-12-12,Inadequate and inaccessible handwashing facilities,92,94121
1204,2014-04-10,Moderate risk food holding temperature,96,94121
1232,2015-02-26,Moderate risk food holding temperature,96,94102
1243,2014-07-29,Inadequate warewashing facilities or equipment,92,94110
1243,2014-01-23,Unapproved or unmaintained equipment or utensils,92,94110
1249,2014-06-09,Moderate risk vermin infestation,89,94110
1249,2016-02-16,Inadequate and inaccessible handwashing facilities,83,94110
1249,2014-01-08,Moderate risk food holding temperature,90,94110
1259,2015-04-24,Inadequate and inaccessible handwashing facilities,92,94114
1259,2015-04-24,Unapproved or unmaintained equipment or utensils,92,94114
1259,2014-04-04,Unapproved or unmaintained equipment or utensils,96,94114
1261,2014-06-18,Moderate risk food holding temperature,84,94117
1261,2014-06-18,Moderate risk vermin infestation,84,94117
1261,2015-06-10,Inadequate and inaccessible handwashing facilities,90,94117
1261,2015-06-10,Moderate risk vermin infestation,90,94117
1261,2015-12-15,Inadequate and inaccessible handwashing facilities,90,94117
1261,2015-12-15,Moderate risk vermin infestation,90,94117
1261,2013-10-09,Moderate risk food holding temperature,81,94117
1261,2013-10-09,Unclean or unsanitary food contact surfaces,81,94117
1261,2013-10-09,Moderate risk vermin infestation,81,94117
1262,2015-08-05,Moderate risk vermin infestation,88,94117
1262,2014-04-30,Moderate risk food holding temperature,84,94117
1262,2014-04-30,Moderate risk vermin infestation,84,94117
1263,2014-03-18,Moderate risk vermin infestation,85,94117
1265,2014-05-30,Unapproved or unmaintained equipment or utensils,98,94122
1265,2013-11-06,Unapproved or unmaintained equipment or utensils,96,94122
1282,2015-06-02,Moderate risk food holding temperature,92,94110
1282,2015-12-23,Moderate risk vermin infestation,96,94110
1289,2015-03-23,Moderate risk vermin infestation,88,94114
1289,2015-03-23,Inadequate warewashing facilities or equipment,88,94114
1289,2013-10-22,Inadequate and inaccessible handwashing facilities,92,94114
1294,2013-10-29,Inadequate warewashing facilities or equipment,90,94114
1304,2013-10-30,Moderate risk food holding temperature,84,94122
1304,2014-05-23,Moderate risk food holding temperature,84,94122
1318,2014-06-11,Unapproved or unmaintained equipment or utensils,96,94121
1318,2014-11-13,Inadequate warewashing facilities or equipment,92,94121
1318,2016-01-08,Unapproved or unmaintained equipment or utensils,88,94121
1318,2016-07-12,Inadequate and inaccessible handwashing facilities,81,94121
1322,2014-06-11,Inadequate and inaccessible handwashing facilities,88,94115
1322,2014-06-11,Moderate risk food holding temperature,88,94115
1323,2015-01-20,Inadequate and inaccessible handwashing facilities,86,94123
1323,2015-01-20,Moderate risk vermin infestation,86,94123
1337,2014-08-28,Inadequate and inaccessible handwashing facilities,80,94110
1337,2016-01-07,Unapproved or unmaintained equipment or utensils,88,94110
1339,2016-04-14,Unapproved or unmaintained equipment or utensils,90,94131
1339,2016-04-14,Moderate risk food holding temperature,90,94131
1339,2014-02-26,Inadequate warewashing facilities or equipment,91,94131
1344,2014-11-12,Moderate risk food holding temperature,90,94122
1345,2014-11-18,Moderate risk vermin infestation,84,94109
1345,2014-02-04,Unclean or unsanitary food contact surfaces,90,94109
1347,2015-10-14,Moderate risk food holding temperature,85,94117
1347,2015-10-14,Unclean or unsanitary food contact surfaces,85,94117
1347,2014-04-24,Moderate risk food holding temperature,85,94117
1351,2015-03-02,Inadequate and inaccessible handwashing facilities,96,94102
1351,2014-02-12,Unapproved or unmaintained equipment or utensils,98,94102
1351,2016-06-29,Insufficient hot water or running water,96,94102
1352,2015-10-07,Unapproved or unmaintained equipment or utensils,89,94114
1352,2014-01-23,Unapproved or unmaintained equipment or utensils,87,94114
1362,2016-07-20,Unapproved or unmaintained equipment or utensils,84,94112
1362,2014-10-01,Moderate risk vermin infestation,89,94112
1368,2014-06-25,Inadequate and inaccessible handwashing facilities,96,94111
1368,2016-04-25,Unclean or unsanitary food contact surfaces,91,94111
1381,2014-08-25,Inadequate and inaccessible handwashing facilities,100,94131
1381,2015-02-10,Moderate risk food holding temperature,90,94131
1381,2015-02-10,Inadequate and inaccessible handwashing facilities,90,94131
1396,2016-06-14,Inadequate and inaccessible handwashing facilities,94,94102
1426,2014-12-10,Insufficient hot water or running water,90,94112
1426,2014-05-05,Moderate risk food holding temperature,86,94112
1427,2014-12-03,Inadequate and inaccessible handwashing facilities,80,94115
1438,2016-10-04,Moderate risk food holding temperature,90,94102
1438,2016-10-04,Unapproved or unmaintained equipment or utensils,90,94102
1438,2014-01-08,Inadequate warewashing facilities or equipment,86,94102
1438,2014-01-08,Inadequate and inaccessible handwashing facilities,86,94102
1442,2014-09-08,Unapproved or unmaintained equipment or utensils,90,94133
1442,2016-03-01,Unclean or unsanitary food contact surfaces,85,94133
1444,2014-11-06,Inadequate warewashing facilities or equipment,92,94111
1444,2016-04-08,Moderate risk vermin infestation,96,94111
1452,2014-10-08,Unapproved or unmaintained equipment or utensils,88,94103
1452,2014-02-05,Inadequate and inaccessible handwashing facilities,88,94103
1458,2014-06-11,Inadequate and inaccessible handwashing facilities,81,94108
1458,2014-06-11,Moderate risk food holding temperature,81,94108
1458,2014-06-11,No hot water or running water,81,94108
1458,2015-03-04,Moderate risk food holding temperature,82,94108
1458,2015-03-04,Inadequate and inaccessible handwashing facilities,82,94108
1458,2015-12-11,Unapproved or unmaintained equipment or utensils,85,94108
1465,2014-10-27,Unclean unmaintained or improperly constructed toilet facilities,92,94121
1465,2014-10-27,Moderate risk vermin infestation,92,94121
1465,2015-05-28,Moderate risk food holding temperature,87,94121
1465,2016-05-31,Unapproved or unmaintained equipment or utensils,94,94121
1465,2016-05-31,Moderate risk vermin infestation,94,94121
1466,2016-08-15,Unapproved or unmaintained equipment or utensils,98,94109
1482,2016-03-09,Moderate risk food holding temperature,90,94107
1486,2013-11-27,Moderate risk food holding temperature,94,94127
1490,2015-03-11,Inadequate and inaccessible handwashing facilities,94,94107
1493,2016-03-31,Inadequate or unsanitary refuse containers or area or no garbage service,92,94111
1493,2014-05-20,Inadequate and inaccessible handwashing facilities,96,94111
1496,2014-11-14,Inadequate and inaccessible handwashing facilities,89,94103
1505,2015-10-05,Moderate risk food holding temperature,96,94108
1508,2014-06-03,Inadequate or unsanitary refuse containers or area or no garbage service,92,94133
1508,2015-08-13,Unapproved or unmaintained equipment or utensils,84,94133
1508,2015-08-13,Inadequate warewashing facilities or equipment,84,94133
1515,2016-04-10,Unapproved or unmaintained equipment or utensils,92,94107
1516,2015-04-19,Inadequate and inaccessible handwashing facilities,92,94107
1516,2015-08-30,Unclean or unsanitary food contact surfaces,91,94107
1516,2014-04-08,Unapproved or unmaintained equipment or utensils,90,94107
1517,2015-08-30,No hot water or running water,93,94107
1517,2016-04-10,Moderate risk food holding temperature,90,94107
1526,2016-07-19,Unapproved or unmaintained equipment or utensils,80,94115
1527,2015-02-02,Inadequate and inaccessible handwashing facilities,86,94107
1527,2015-02-02,Moderate risk food holding temperature,86,94107
1527,2015-02-02,Unapproved or unmaintained equipment or utensils,86,94107
1527,2013-11-14,Moderate risk food holding temperature,92,94107
1527,2013-11-14,Inadequate and inaccessible handwashing facilities,92,94107
1527,2014-04-30,Inadequate and inaccessible handwashing facilities,92,94107
1527,2014-04-30,Unapproved or unmaintained equipment or utensils,92,94107
1529,2015-03-11,Inadequate and inaccessible handwashing facilities,94,94107
1529,2014-03-05,Moderate risk food holding temperature,88,94107
1529,2014-03-05,Inadequate and inaccessible handwashing facilities,88,94107
1532,2014-04-16,Moderate risk food holding temperature,84,94108
1534,2014-03-11,Inadequate and inaccessible handwashing facilities,94,94133
1542,2015-01-08,Inadequate and inaccessible handwashing facilities,83,94103
1549,2016-02-05,Inadequate and inaccessible handwashing facilities,83,94102
1565,2014-12-05,Moderate risk vermin infestation,88,94108
1565,2013-10-25,Unapproved or unmaintained equipment or utensils,87,94108
1566,2015-03-09,Moderate risk food holding temperature,86,94133
1566,2014-02-05,Unapproved or unmaintained equipment or utensils,81,94133
1566,2014-02-05,Inadequate and inaccessible handwashing facilities,81,94133
1566,2016-07-05,Moderate risk food holding temperature,85,94133
1566,2016-07-05,Unapproved or unmaintained equipment or utensils,85,94133
1567,2016-04-19,Unapproved or unmaintained equipment or utensils,87,94115
1568,2016-02-05,Unapproved or unmaintained equipment or utensils,88,94133
1568,2016-02-05,Inadequate warewashing facilities or equipment,88,94133
1568,2016-02-05,Moderate risk vermin infestation,88,94133
1568,2013-10-30,Unapproved or unmaintained equipment or utensils,92,94133
1571,2014-09-08,Moderate risk vermin infestation,80,94111
1571,2014-09-08,Unclean or unsanitary food contact surfaces,80,94111
1571,2016-04-13,Unclean or unsanitary food contact surfaces,85,94111
1571,2016-04-13,Moderate risk vermin infestation,85,94111
1571,2016-04-13,Moderate risk food holding temperature,85,94111
1579,2015-04-08,Unapproved or unmaintained equipment or utensils,94,94133
1579,2015-04-08,Inadequate warewashing facilities or equipment,94,94133
1579,2014-03-12,Moderate risk food holding temperature,90,94133
1579,2016-06-15,Moderate risk food holding temperature,88,94133
1582,2014-10-22,Moderate risk vermin infestation,85,94104
1582,2016-04-26,Moderate risk food holding temperature,83,94104
1582,2016-04-26,Unapproved or unmaintained equipment or utensils,83,94104
1584,2016-08-18,Inadequate and inaccessible handwashing facilities,86,94110
1584,2015-03-25,Moderate risk vermin infestation,83,94110
1594,2015-06-23,Unapproved or unmaintained equipment or utensils,86,94108
1595,2014-06-18,Inadequate and inaccessible handwashing facilities,84,94117
1595,2014-06-18,Moderate risk food holding temperature,84,94117
1595,2015-06-17,Moderate risk vermin infestation,92,94117
1596,2015-04-07,Moderate risk food holding temperature,81,94117
1596,2015-10-19,Moderate risk food holding temperature,88,94117
1596,2015-10-19,Unapproved or unmaintained equipment or utensils,88,94117
1596,2014-04-29,Moderate risk food holding temperature,86,94117
1607,2016-09-12,Moderate risk food holding temperature,88,94114
1607,2015-11-09,Moderate risk food holding temperature,92,94114
1607,2014-02-04,Unapproved or unmaintained equipment or utensils,94,94114
1608,2015-01-21,Inadequate warewashing facilities or equipment,90,94112
1608,2015-01-21,Moderate risk vermin infestation,90,94112
1608,2014-04-29,Inadequate warewashing facilities or equipment,94,94112
1609,2016-03-28,Inadequate and inaccessible handwashing facilities,83,94114
1609,2014-04-29,Inadequate and inaccessible handwashing facilities,92,94114
1617,2014-04-25,Moderate risk food holding temperature,90,94118
1626,2016-10-03,Inadequate and inaccessible handwashing facilities,92,94114
1626,2014-07-16,Unapproved or unmaintained equipment or utensils,94,94114
1626,2015-07-06,Moderate risk food holding temperature,94,94114
1626,2014-01-07,Moderate risk vermin infestation,90,94114
1631,2014-08-20,Unapproved or unmaintained equipment or utensils,84,94114
1631,2014-08-20,Inadequate and inaccessible handwashing facilities,84,94114
1631,2014-08-20,Moderate risk food holding temperature,84,94114
1631,2014-02-04,Unapproved or unmaintained equipment or utensils,88,94114
1631,2014-02-04,Moderate risk vermin infestation,88,94114
1635,2014-05-29,Moderate risk vermin infestation,90,94117
1641,2016-08-12,Unapproved or unmaintained equipment or utensils,84,94131
1641,2016-02-12,Unsanitary employee garments hair or nails,85,94131
1641,2016-02-12,Unclean or unsanitary food contact surfaces,85,94131
1652,2015-06-30,Moderate risk food holding temperature,96,94105
1652,2014-04-10,No hot water or running water,93,94105
1664,2014-04-23,Insufficient hot water or running water,94,94103
